file,source
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/南天宮.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=5828CA73-00E4-434A-84A4-5F47BA067E35
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新市6月25日太子宮遶境路關圖.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=9B31EB93-B73D-46EE-9E28-7350D86069A1
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/6月25日府城玉旨開福殿遶境.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=9B31EB93-B73D-46EE-9E28-7350D86069A1
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里區普正宮5月28日路關圖.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=9FF5D8B7-EB8E-477F-A52C-0D6B748EF853
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/1060528安平紫鳳宮路關.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=9FF5D8B7-EB8E-477F-A52C-0D6B748EF853
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/路關表.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=5A175EEF-7165-4768-B63C-9BFC88EF8178
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/永隆宮路線圖(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=5A175EEF-7165-4768-B63C-9BFC88EF8178
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/歸仁區5月21日威靈宮路關圖.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=5A175EEF-7165-4768-B63C-9BFC88EF8178
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/106.05.14中西區弘福堂路關表(1).docx,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=64144294-F7DD-46BF-B1DA-62D00691E226
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/永隆宮路線圖.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=64144294-F7DD-46BF-B1DA-62D00691E226
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/106.05.14中西區弘福堂路關表.docx,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=EF7333AF-BA47-41BC-9D39-C5077BA319A2
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里鎮西宮繞境路線時間圖.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=7CC02634-510B-4D4B-B07D-051BCFC0077E
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里區保興宮繞境路線圖.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=CFADF9F0-17DE-4460-A834-721BDFD0FF1A
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/大灣聖佛宮1060409(1).docx,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=CFADF9F0-17DE-4460-A834-721BDFD0FF1A
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/保寧宮1060408(1).docx,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=CFADF9F0-17DE-4460-A834-721BDFD0FF1A
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/保安宮.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=CFADF9F0-17DE-4460-A834-721BDFD0FF1A
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/大內保安宮路關.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=E56FC0B6-BD11-4E39-9505-9466AE81BB87
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/保寧宮1060408.docx,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=E56FC0B6-BD11-4E39-9505-9466AE81BB87
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/大灣聖佛宮1060409.docx,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=E56FC0B6-BD11-4E39-9505-9466AE81BB87
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/開山宮路關表1060326.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=0D678572-7C96-474D-9AD5-0435CE4692C3
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/龍興宮遶境圖1060331.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=0D678572-7C96-474D-9AD5-0435CE4692C3
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/南區塩埕北極殿遶境路線表.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=80CF3F27-38E8-4A3B-A46F-77D1737AC641
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/安平區平豐路101巷13弄3號.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=80CF3F27-38E8-4A3B-A46F-77D1737AC641
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/善化區長興宮遶境路線圖1060311(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=5E9E23EF-BADE-4CA8-9C9C-AB98B91D66B7
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/六甲區菁埔寮代天府繞境路線1060309.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=5E9E23EF-BADE-4CA8-9C9C-AB98B91D66B7
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/善化區焄畗宮路線圖1060305.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=94B70B67-7626-4A48-B976-86F4A3A23105
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/善化區長興宮遶境路線圖1060311.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=94B70B67-7626-4A48-B976-86F4A3A23105
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/中西區南廠保安宮協敬堂1060305(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=94B70B67-7626-4A48-B976-86F4A3A23105
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區杞杆北極殿繞境路線表1060228(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=55D70A8A-7E3C-4C5C-B902-2978B4E2EF71
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/中西區南廠保安宮協敬堂1060305.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=55D70A8A-7E3C-4C5C-B902-2978B4E2EF71
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/官田區三結義三千宮遶境路線1060226.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=55D70A8A-7E3C-4C5C-B902-2978B4E2EF71
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/中西區大埔福德祠聖誕千秋遶境活動路關圖1060219(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=C831743D-F954-4DE6-AF9C-33F73C044BA1
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里區金唐殿路關圖1060217-1060219(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=C831743D-F954-4DE6-AF9C-33F73C044BA1
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里區金唐殿蜈蚣陣路線1060216(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=C831743D-F954-4DE6-AF9C-33F73C044BA1
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里金唐殿香科神轎路線時間表1060217-1060219(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=C831743D-F954-4DE6-AF9C-33F73C044BA1
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里金唐殿丁酉年科儀表1060208(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=C831743D-F954-4DE6-AF9C-33F73C044BA1
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/南區文安宮遶境路關圖1060218(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=C831743D-F954-4DE6-AF9C-33F73C044BA1
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/南廠南聯會繞境路關表1060219.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=C831743D-F954-4DE6-AF9C-33F73C044BA1
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區杞杆北極殿繞境路線表1060228.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=C831743D-F954-4DE6-AF9C-33F73C044BA1
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新市區清保宮遶境圖1060211(2).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=8AB4BB2E-0AB0-4DE5-92FE-D4EE6AF327E3
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新市區永安宮遶境表1060211(2).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=8AB4BB2E-0AB0-4DE5-92FE-D4EE6AF327E3
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新市區永安宮遶境圖1060211(2).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=8AB4BB2E-0AB0-4DE5-92FE-D4EE6AF327E3
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/六甲媽祖廟繞境路關圖1060211(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=8AB4BB2E-0AB0-4DE5-92FE-D4EE6AF327E3
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/官田區角秀北極殿繞境路關1060211.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=8AB4BB2E-0AB0-4DE5-92FE-D4EE6AF327E3
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/中西區良皇宮遶境路關圖1060211.png,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=8AB4BB2E-0AB0-4DE5-92FE-D4EE6AF327E3
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/南區文安宮遶境路關圖1060218.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=8AB4BB2E-0AB0-4DE5-92FE-D4EE6AF327E3
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/中西區大埔福德祠聖誕千秋遶境活動路關圖1060219.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=8AB4BB2E-0AB0-4DE5-92FE-D4EE6AF327E3
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里金唐殿丁酉年科儀表1060208.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=8AB4BB2E-0AB0-4DE5-92FE-D4EE6AF327E3
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里區金唐殿路關圖1060217-1060219.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=8AB4BB2E-0AB0-4DE5-92FE-D4EE6AF327E3
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里區金唐殿蜈蚣陣路線1060216.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=8AB4BB2E-0AB0-4DE5-92FE-D4EE6AF327E3
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/佳里金唐殿香科神轎路線時間表1060217-1060219.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=8AB4BB2E-0AB0-4DE5-92FE-D4EE6AF327E3
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新市區清保宮遶境圖1060211(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=6B010323-4AFB-4B01-8A92-7909B9B7397B
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新市區永安宮遶境表1060211(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=6B010323-4AFB-4B01-8A92-7909B9B7397B
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新市區永安宮遶境圖1060211(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=6B010323-4AFB-4B01-8A92-7909B9B7397B
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/六甲媽祖廟繞境路關圖1060211.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=6B010323-4AFB-4B01-8A92-7909B9B7397B
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新市區清保宮遶境圖1060211.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=786945FF-8A52-47D9-B004-C4B862CB5FBB
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新市區永安宮遶境圖1060211.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=786945FF-8A52-47D9-B004-C4B862CB5FBB
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/新市區永安宮遶境表1060211.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=786945FF-8A52-47D9-B004-C4B862CB5FBB
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/北區巡安宮遶境路關圖1060108.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=6FB93626-B0F2-4195-A1E2-DF81FD71D550
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/善化區小新里祖師廟進香遶境路線1060101.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=861A0996-5538-4911-8DA5-FCE976827212
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/台南郭家中壇元帥回鑾遶境1060101(4).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=861A0996-5538-4911-8DA5-FCE976827212
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/中西區良皇宮遶境路關表1051231.tif,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=861A0996-5538-4911-8DA5-FCE976827212
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/中西區萬福庵路關圖1051225(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=64EE6FAF-EF85-4D41-B7A9-DB5AD1F2EAD4
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區清寧代天府醮典行事表10512(3).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=64EE6FAF-EF85-4D41-B7A9-DB5AD1F2EAD4
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區清寧代天府遶境區域圖1051225(3).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=64EE6FAF-EF85-4D41-B7A9-DB5AD1F2EAD4
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/六甲區林府太子元帥繞境路關表1051225.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=64EE6FAF-EF85-4D41-B7A9-DB5AD1F2EAD4
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/台南郭家中壇元帥回鑾遶境1060101(3).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=64EE6FAF-EF85-4D41-B7A9-DB5AD1F2EAD4
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/台南郭家中壇元帥回鑾遶境1060101(2).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=1B924427-6684-46B1-8C17-CF1CB6064AB9
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區清寧代天府醮典行事表10512(2).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=1B924427-6684-46B1-8C17-CF1CB6064AB9
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區清寧代天府遶境區域圖1051225(2).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=1B924427-6684-46B1-8C17-CF1CB6064AB9
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/中西區萬福庵路關圖1051225.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=1B924427-6684-46B1-8C17-CF1CB6064AB9
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/台南郭家中壇元帥回鑾遶境1060101(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=470C0961-CFAD-4DDB-8619-17B6484EFAC5
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區清寧代天府醮典行事表10512(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=470C0961-CFAD-4DDB-8619-17B6484EFAC5
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區清寧代天府遶境區域圖1051225(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=470C0961-CFAD-4DDB-8619-17B6484EFAC5
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/南區和心堂繞境路關表1051211(3).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=470C0961-CFAD-4DDB-8619-17B6484EFAC5
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/台南郭家中壇元帥回鑾遶境1060101.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=9BA4F845-313E-4806-9512-DD6CE5B00280
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區清寧代天府遶境區域圖1051225.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=9BA4F845-313E-4806-9512-DD6CE5B00280
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/仁德區清寧代天府醮典行事表10512.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=9BA4F845-313E-4806-9512-DD6CE5B00280
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/南區和心堂繞境路關表1051211(2).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=9BA4F845-313E-4806-9512-DD6CE5B00280
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/南區和心堂繞境路關表1051211(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=090E3C0D-ECD8-4322-A9BE-F8508427EFED
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/南區和心堂繞境路關表1051211.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=AFAA00DF-6214-476C-BB2B-9A5DF116DF8D
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/麻豆區良皇宮繞境大典工作手冊1051112(2).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=D677082F-70F7-4030-8E93-90FB14ACF513
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/善化區什乃代天宮遶境行程表1051112.xlsx,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=D677082F-70F7-4030-8E93-90FB14ACF513
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/大社西興北極殿台南市路關圖1051112.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=D677082F-70F7-4030-8E93-90FB14ACF513
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/麻豆區-三元宮路關表1051029.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=E9090811-7D8C-4241-B54A-8FCD865075D9
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/麻豆區良皇宮繞境大典工作手冊1051112(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=E9090811-7D8C-4241-B54A-8FCD865075D9
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/永華宮路關圖.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=E9090811-7D8C-4241-B54A-8FCD865075D9
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/麻豆區良皇宮繞境大典工作手冊1051112.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=E8E093D8-5C56-4BA7-BA69-76AFB3EE07C0
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/安平區天泉宮遶境路關表1051023.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=E8E093D8-5C56-4BA7-BA69-76AFB3EE07C0
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/大內區中天宮遶境路關圖1051001.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=9ECC3403-4255-495A-8310-FE764B908823
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/永康保安宮遶境行程.pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=38FC76B6-A83C-4115-91D9-6180D73F2D96
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/安平區晟慈宮遶境路關表1050903(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=EAE2B731-B430-4ECE-963F-3C9726B0DFDE
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/敬王堂遶境路關表1050904(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=EAE2B731-B430-4ECE-963F-3C9726B0DFDE
http://www.tainan.gov.tw/tn/tainan/warehouse/{85575029-58A5-4A2C-90E2-87E6327C6496}/縣城隍夜巡路關表1050904(1).pdf,http://www.tainan.gov.tw/tn/agr/tnpage.asp?id=EAE2B731-B430-4ECE-963F-3C9726B0DFDE
